4.000076,-4.777494,0.000000,
2.000072,-3.477820,0.000000,
2.000008,-3.716749,0.000000,
2.000038,-3.896238,0.000000,
2.000029,-4.175744,0.000000,
2.000046,-4.704636,0.000000,
1.999941,-5.153057,0.000000,
1.999948,-5.546226,0.000000,
1.999944,-5.777146,0.000000,
1.999970,-5.868118,0.000000,
1.999981,-5.442186,0.000000,
2.000041,-5.863299,0.000000,
2.000066,-5.997784,0.000000,
2.000021,-5.856738,0.000000,
1.999984,-6.211440,0.000000,
1.999911,-5.902697,0.000000,
1.999965,-5.745955,0.000000,
1.999935,-5.262211,0.000000,
2.000092,-4.992866,0.000000,
2.000109,-4.909319,0.000000,
2.000123,-4.575912,0.000000,
2.000008,-4.610764,0.000000,
1.999992,-4.397857,0.000000,
2.000087,-4.861341,0.000000,
1.999951,-4.882242,0.000000,
2.000002,-4.948041,0.000000,
2.000164,-5.200896,0.000000,
1.999911,-5.154745,0.000000,
1.999854,-5.293856,0.000000,
1.999968,-5.441095,0.000000,
1.999838,-5.644765,0.000000,
2.000047,-5.469346,0.000000,
2.000033,-5.167665,0.000000,
1.999995,-4.854726,0.000000,
1.999888,-4.571588,0.000000,
2.000115,-4.332623,0.000000,
1.999925,-4.135873,0.000000,
1.999952,-3.991720,0.000000,
1.999991,-4.273907,0.000000,
3.000180,-3.839035,0.000000,
15.000000,0.000000,0.000000,
15.000000,0.000000,0.000000,
15.000000,0.000000,0.000000,
15.000000,0.000000,0.000000,
5.999408,-1.631589,0.000000,
